Organization Name,Organization Name URL,Categories,Headquarters Location,Description,CB Rank (Company),Website,LinkedIn,Contact Email,Phone Number,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Total Funding Amount
FanBridge,https://www.crunchbase.com/organization/fanbridge,"Brand Marketing, Email Marketing, Film, Music, Sports","New York, New York, United States","FanBridge is a Fan Audience CRM platform used to manage fan acquisition, retention, and engagement.","22,809",http://www.FanBridge.com,http://www.linkedin.com/company/fanbridge,contact@FanBridge.com,212-464-8969,"Noah Dinkin, Spencer Richardson",11-50,3,Early Stage Venture,2011-12-28,,"$2,350,000"
AX Trading Network,https://www.crunchbase.com/organization/ax-trading-network,Financial Services,"New York, New York, United States","The AX Trading Network (“The AX”) is the world’s first Electronic Trading Network (ETN), for institutional traders","23,179",http://axtrading.com/,https://www.linkedin.com/company/ax-trading-group-llc,cam@axtrading.com,+119172620388,Kevin Callahan,11-50,1,Early Stage Venture,2016-10-26,"$20,000,000","$20,000,000"
Just2Trade,https://www.crunchbase.com/organization/just2trade,"Finance, Financial Services, Trading Platform","New York, New York, United States","Just2Trade, Inc. is an online brokerage company designed for traders to seamlessly trade on an intuitive interface.","23,206",http://www.just2trade.com,https://www.linkedin.com/company/just2trade,info@just2trade.com,(800)443-0012,Fuad Ahmed,11-50,1,Early Stage Venture,2016-11-04,"$40,000,000","$40,000,000"
Shodogg,https://www.crunchbase.com/organization/shodogg,"Analytics, Cloud Computing, Content Creators, Content Delivery Network, Digital Media, Mobile, Video, Video Streaming","New York, New York, United States","The media platform that delivers a consistent, cross-platform consumer experience and unmatched audience interaction metrics across apps.","23,753",http://www.shodogg.com/,http://www.linkedin.com/company/shodogg,info@shodogg.com,(212) 865-1742,"David Strober, Geoff Sykes, Herb Mitschele, Jamie Cohen, Michael Rinzler",11-50,5,Early Stage Venture,2014-11-20,"$1,149,992","$4,479,992"
enEvolv,https://www.crunchbase.com/organization/enevolv,"Biotechnology, Genetics","Boston, Massachusetts, United States","enEvolv designs and develops microorganisms to produce chemicals, enzymes, and small molecules.","23,947",http://enevolv.com,http://www.linkedin.com/company/enevolv-inc-,bd@enevolv.com,6178459010,"Farren Isaacs, George Church, Jay Konieczka, Marco Farsheed",11-50,1,Early Stage Venture,2014-03-13,"$1,794,845","$1,794,845"
Monegraph,https://www.crunchbase.com/organization/monegraph,"Art, Bitcoin, Digital Media","New York, New York, United States",Media licensing on the blockchain,"23,951",http://www.monegraph.com/,https://www.linkedin.com/company/monegraph,hello@monegraph.com,,"Anil Dash, Chris Tse, Kevin McCoy",1-10,2,Early Stage Venture,2016-09-14,"$1,652,500","$2,952,500"
Popdust,https://www.crunchbase.com/organization/popdust,"Celebrity, Messaging, Music, News","New York, New York, United States",Popdust is a music company creating and releasing episodic original video content.,"24,050",http://popdust.com,,ads@popdust.com,12122060570,"Craig Marks, David Wade, Philip James",11-50,2,Early Stage Venture,2012-06-04,"$4,500,000","$5,500,000"
ActionX,https://www.crunchbase.com/organization/actionx,"Ad Retargeting, Mobile","New York, New York, United States",ActionX connects gaps between mobile customer acquisition and mobile retargeting to drive transactions and improve customer lifetime value.,"24,267",http://actionx.com,https://www.linkedin.com/in/evanschwartz,,+1 (646) 386-7089,"Evan Schwartz, Scott Marshall",11-50,2,M&A,2013-09-16,"$3,000,000","$5,000,000"
Byte Academy,https://www.crunchbase.com/organization/byte-academy,"Education, Finance","New York, New York, United States",Byte Academy is an educational institution that offers intensive industry focused programs.,"24,557",http://www.byteacademy.co/,https://www.linkedin.com/company/byte-academy,info@byteacademy.co,+116465008608,Rak Chugh,11-50,1,Early Stage Venture,2016-08-16,"$2,670,000","$2,670,000"
Picturelife,https://www.crunchbase.com/organization/picturelife,"Enterprise Software, Photo Editing, Photography","New York, New York, United States","The smart home for photos. The future of personal photo archives. Store, sync, and rediscover.","25,128",http://picturelife.com/,http://www.linkedin.com/company/picturelife-inc-,support@picturelife.com,347-725-0404,"Charles Forman, Jacob DeHart, Nate Westheimer",11-50,2,M&A,2012-11-02,"$4,000,000","$4,600,000"
Epic Health,https://www.crunchbase.com/organization/epic-health,Health Care,"Miami, Florida, United States","Direct primary care model, everyone has access to great healthcare.","25,162",http://www.epic.md/,https://www.linkedin.com/company/12955204/,info@epic.md,1(188)874-73742,,11-50,1,Early Stage Venture,2017-12-07,"$3,000,000","$3,000,000"
Nift,https://www.crunchbase.com/organization/hip,"Real Time, Search Engine, Social","New York, New York, United States",Nift uses millions of search and social data points to rank products and businesses in real time.,"25,361",http://www.getnift.com,https://www.linkedin.com/company/nift-app/,ryan@getnift.com,+1 (312) 305-5181,Ryan Williams,1-10,1,Early Stage Venture,2018-03-30,"$16,500,000","$16,500,000"
Railpod,https://www.crunchbase.com/organization/railpod,Robotics,"Boston, Massachusetts, United States",RailPod provides the inspector with a visual depiction of the track environment supported by quantifiable.,"25,463",http://www.rail-pod.com,https://www.linkedin.com/company/railpod-inc.,inquiries@rail-pod.com,617-826-9536,Brendan English,1-10,2,Early Stage Venture,2014-06-16,"$2,500,000","$2,600,000"
Mustbin,https://www.crunchbase.com/organization/mustbin-inc,"Android, Enterprise Software, Information Technology","Boston, Massachusetts, United States",Mustbin is an app that enables you to put everything important in one place.,"26,131",http://www.mustbin.com,http://www.linkedin.com/company/mustbin-inc-,support@mustbin.com,617-431-4883,Brian Shin,11-50,3,M&A,2014-05-28,"$1,500,000","$7,365,000"
Show-Score,https://www.crunchbase.com/organization/show-score,"Digital Entertainment, Internet, Media and Entertainment","New York, New York, United States",Show-Score is like a Rotten Tomatoes for theater.,"26,513",http://www.show-score.com,,,,"Deeksha Gaur, Tom Melcher",11-50,2,Early Stage Venture,2017-03-08,"$2,000,000","$3,500,000"
Rhythm Metabolic,https://www.crunchbase.com/organization/rhythm-metabolic,"Developer Platform, Health Care, Pharmaceutical","Boston, Massachusetts, United States",Rhythm Metabolic is the subsidiary of Rhythm Pharmaceuticals.,"26,664",http://www.rhythmtx.com,,,,,11-50,1,Early Stage Venture,2015-08-13,"$40,000,000","$40,000,000"
BoardProspects,https://www.crunchbase.com/organization/boardprospects,"Education, Professional Networking, Professional Services","Boston, Massachusetts, United States",BoardProspects provides educational tools and resources to improve boardroom services.,"26,729",http://boardprospects.com,,mark@boardprospects.com,781-794-1600,"Bobby Driscoll, Mark Rogers",11-50,2,Early Stage Venture,2013-10-15,"$2,400,000","$3,050,000"
SailPlay,https://www.crunchbase.com/organization/sailplay,"Email Marketing, Loyalty Programs, Marketing Automation, Retail Technology","New York, New York, United States",SailPlay is a b2c marketing automation platform for retail businesses.,"26,983",http://sailplay.com,https://www.linkedin.com/company/sailplay,sales@sailplay.net,+7 6467223859,"Leonid Shangin, Yakov Filippenko",11-50,2,Early Stage Venture,2014-04-02,"$1,500,000","$1,500,000"
Fashism,https://www.crunchbase.com/organization/fashism,"Fashion, Lifestyle, Online Portals","New York, New York, United States","Fashism, an online platform, enables its fashion enthusiasts to share styles and get their images rated.","27,248",http://www.fashism.com,,info@fashism.com,,"Ashley Granata, Brooke Moreland, Chris France",11-50,1,Early Stage Venture,2010-11-19,"$1,000,000","$1,000,000"
Clothia,https://www.crunchbase.com/organization/clothia,"Augmented Reality, Fashion, Social Media","New York, New York, United States","Clothia is an online interactive fashion platform that allows users to discover and share the latest trends, and create a virtual wardrobe.","27,908",http://www.clothia.com,,elena@clothia.com,,Elena Silenok,1-10,1,Early Stage Venture,2011-08-15,"$440,000","$440,000"
OnPlace inc.,https://www.crunchbase.com/organization/onplace-inc,"FinTech, Funding Platform, Management Consulting","Boston, Massachusetts, United States",OnPlace is a FinTech platform that allows you to elicit maximum potential from your investments.,"28,054",https://onplace.io,https://www.linkedin.com/company/onplace-inc. ,info@onplace.io,+1 (425) 493-7798,Evgeniy Perikov,11-50,3,Early Stage Venture,2017-05-15,"$1,100,000","$2,300,000"
Zentrick,https://www.crunchbase.com/organization/zentrick,"Analytics, E-Commerce, Enterprise Software, SaaS, Software, Video","New York, New York, United States","Zentrick provides smart, interactive video solutions for marketers, advertisers and publishers that make video actionable and accountable.","28,148",http://www.zentrick.com,http://www.linkedin.com/company/zentrick,hello@zentrick.com,1(844) 602-9368,"Frederik Neus, Pieter Delbeke, Pieter Mees",11-50,2,Early Stage Venture,2013-12-22,"$3,000,000","$3,388,357"
Shelby.tv,https://www.crunchbase.com/organization/shelby-tv,"Mobile, Predictive Analytics, Video","New York, New York, United States",Shelby TV takes videos from across the web and organizes them based on the user's preference.,"28,238",http://shelby.tv,https://www.linkedin.com/company/shelby-tv,contact@shelby.tv,,"Dan Spinosa, Reece Pacheco",1-10,3,M&A,2012-07-31,"$2,200,000","$3,925,000"
Prong,https://www.crunchbase.com/organization/prong,"Consumer Electronics, Manufacturing, Mobile","New York, New York, United States",Prong is a dynamic company dedicated to designing and manufacturing innovative accessories for electronic devices,"28,515",http://www.prong.com,http://www.linkedin.com/company/prong,Lloyd@prong.com,(917) 226 0558,"Jesse Pliner, Lloyd Gladstone",1-10,2,Early Stage Venture,2014-12-04,"$1,600,000","$3,072,516"
MIND Media Inc.,https://www.crunchbase.com/organization/m-nd,"Analytics, Content, Local, Marketing, SaaS, Social Media","New York, New York, United States",M-ND,"28,680",https://www.m-nd.co,https://www.linkedin.com/company-beta/11016654/?pathWildcard=11016654,info@m-nd.co,212.500.1190,Jim Hopper,11-50,1,Early Stage Venture,2017-01-17,"$5,500,000","$5,500,000"
LabMinds,https://www.crunchbase.com/organization/labminds-ltd,"Hardware, Robotics, Software","Boston, Massachusetts, United States",Laboratory Equipment Development,"28,750",http://labminds.co.uk,,contact@labminds.co.uk,44 1865 250 038,"Camilla Oxley, Jochen W. Klingelhoefer, Ville Lehtonen",11-50,3,Early Stage Venture,2015-02-04,"$3,200,000","$6,200,000"
Media Armor,https://www.crunchbase.com/organization/media-armor,"Advertising, Analytics, Mobile","Boston, Massachusetts, United States","Media Armor is a consumer-level technology company focused on cross-channel relevance and revenue, and consumer-level marketing.","28,907",http://mediaarmor.com,,contact@mediaarmor.com,617-302-7667,"Elizabeth Zalman, Eric Brown",11-50,2,M&A,2012-02-10,"$1,530,000","$1,780,000"
Dailybreak Media,https://www.crunchbase.com/organization/campuslive,"Advertising, Gaming, Video Games","Boston, Massachusetts, United States",Dailybreak Media maintains a gaming site that provides gamified experiences for various brands.,"29,795",http://www.dailybreakmedia.com,,advertising@dailybreak.com,617.451.1790,Boris Revsin,11-50,4,Early Stage Venture,2013-06-11,"$2,000,000","$10,510,000"
LiveProfile,https://www.crunchbase.com/organization/liveprofile,"Messaging, Mobile, Social Media","New York, New York, United States",LiveProfile is a cross-platform messenger and mobile social network enabling users to stay connected with their friends.,"30,063",http://www.liveprofile.com,,,,"Phil Karl, William Key",11-50,1,M&A,2011-06-07,"$2,200,000","$2,200,000"
SportsBlog.com,https://www.crunchbase.com/organization/sportsblog-com,"Blogging Platforms, Sports","New York, New York, United States",SportsBlog.com serves as home base for thousands of passionate SportsBloggers.,"30,080",http://sportsblog.com,http://www.linkedin.com/company/sportsblog-com,support@sportsblog.com,(888)818-2564,"Kevin April, Peter Azuolas, Roy Dano",11-50,2,Early Stage Venture,2014-11-01,"$4,500,000","$6,000,000"
Cross Pixel Media,https://www.crunchbase.com/organization/cross-pixel-media,"Ad Retargeting, Advertising, Advertising Platforms","New York, New York, United States",Cross Pixel provides high performance audience data and information for the real-time advertising industry.,"30,226",http://crosspixel.net,,,212-259-0400,"Alan Pearlstein, Brandon Heagle",11-50,2,Early Stage Venture,2011-12-07,"$1,500,000","$1,800,015"
Güdpod,https://www.crunchbase.com/organization/g-dpod,"Dietary Supplements, Health Care, Internet of Things, Nutrition","New York, New York, United States",Internet connected appliance like a keurig/nespresso for simplifying the consumption and management of nutritional supplemention,"30,373",http://www.gudpod.com,,giancarlo.ochoa@gudpod.com,(917) 602-2216,Gian-Carlo Ochoa,1-10,2,Early Stage Venture,2014-11-30,"$1,377,000","$2,647,000"
Libra,https://www.crunchbase.com/organization/libra,"Accounting, Bitcoin, Blockchain, Computer, Cryptocurrency, FinTech, Information Services, Information Technology, SaaS, Software, Virtual Currency","New York, New York, United States",Libra is a next-generation software company that delivers the leading middle and back office solution for the crypto asset ecosystem.,"30,383",http://www.libra.tech,https://www.linkedin.com/company/libra-technology/,info@libra.tech,,Jake Benson,11-50,3,Early Stage Venture,2017-11-27,"$7,800,000","$8,300,000"
